all_ingredient,"1,2-propanediol(%)",acetamide(%),betaine(%),bsa(%),cooh-pll(%),creatine(%),dmso(%),ectoin(%),eg(%),fbs(%),ficoll 70(%),glucose(%),glycerol(%),ha(%),hes(%),hs(%),hsa(%),knockout serum replacement(%),mannitol(%),mc(%),peg(%),proline(%),pvp(%),rock inhibitor(%),storage protein 2(%),sucrose(%),trehalose(%),viability,recovery,doubling time,cooling rate,culture medium(%)
3.42% Sucrose + 8.39% EG + 20% FBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.71,,,slow_freeze,68.19
3.42% Sucrose + 8.39% EG + 20% FBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.65,,,slow_freeze,68.19
10% DMSO + 20% FBS,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,,,slow_freeze,70.0
10% DMSO + 20% FBS,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,,,slow_freeze,70.0
10% DMSO + 20% FBS,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,,,slow_freeze,70.0
7.5% DMSO,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,,slow_freeze,92.5
40% Ethylene Glycol + 18% Ficoll 70 + 0.3 M Sucrose + 20% FBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843,,3.4,slow_freeze,22.0
6% Hydroxyethyl Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.73,,slow_freeze,94.0
6% Hydroxyethyl Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.77,,slow_freeze,94.0
95% FBS + 5% DMSO,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,,,slow_freeze,0.0
92.5% FBS + 7.5% DMSO,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695,,,slow_freeze,0.0
90% FBS + 10% DMSO,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735,,,slow_freeze,0.0
95% FBS + 5% Ethylene Glycol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696,,,slow_freeze,0.0
92.5% FBS + 7.5% Ethylene Glycol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,,,slow_freeze,0.0
90% FBS + 10% Ethylene Glycol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738,,,slow_freeze,0.0
95% FBS + 5% Glycerol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,,,slow_freeze,0.0
92.5% FBS + 7.5% Glycerol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476,,,slow_freeze,0.0
90% FBS + 10% Glycerol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521,,,slow_freeze,0.0
2% human serum + 10% DMSO ,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,,1.0,slow_freeze,88.0
4% human serum + 10% DMSO,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927,,1.0,slow_freeze,86.0
90% human serum + 10% DMSO,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,1.0,slow_freeze,0.0
6.85% sucrose ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,0.0,0.6,,,slow_freeze,93.15
6.85% sucrose + 1% DMSO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,0.0,0.77,,,slow_freeze,92.15
6.85% sucrose + 2% DMSO,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,0.0,0.79,,,slow_freeze,91.15
6.85% sucrose + 5% DMSO,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,0.0,0.83,,,slow_freeze,88.15
6.85% sucrose + 10% DMSO,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,0.0,0.87,,,slow_freeze,83.15
0.34% trehalose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.06,,,slow_freeze,99.66
1.71% trehalose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.13,,,slow_freeze,98.29
3.42% trehalose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.4,,,slow_freeze,96.58
8.55% trehalose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.72,,,slow_freeze,91.45
